0,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név
671,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00099,Klasszikus genetika egykor és ma: szemelvények,2,,,BSZV00-00099,Klasszikus genetika egykor és ma: szemelvények,Szabadon választható,,,,,,,,,,,,,,
672,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-MSZV00,Matematika SZV,Nincs megadva,,,,,2,,,TE-MSZV00,Matematika  SZV,Szabadon választható,,,MSZV00-00139,Eötvös-esték III. évad II.,2,,,MSZV00-00139,Eötvös-esték III. évad II.,Szabadon választható,,,,,,,,,,,,,,
673,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00438,A Nagykunság kulturális turizmusa,2,,,GSZV00-00438,A Nagykunság kulturális turizmusa,Szabadon választható,,,,,,,,,,,,,,
674,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-MSZV00,Matematika SZV,Nincs megadva,,,,,2,,,TE-MSZV00,Matematika  SZV,Szabadon választható,,,MSZV00-EötK-EstXI_II,Eötvös Esték XI. évad II.,2,,,MSZV00-EötK-EstXI_II,Eötvös Esték XI. évad II.,Szabadon választható,,,,,,,,,,,,,,
675,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00152,ASV Drágakövek,2,,,GSZV00-00152,ASV Drágakövek,Szabadon választható,,,,,,,,,,,,,,
676,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-02507,Német gazdasági szaknyelvi vizsga-előkészítő B2 2. szint 2x2,4,,,XN0141-02507,Német gazdasági szaknyelvi vizsga-előkészítő B2 2. szint 2x2,Szabadon választható,,,,,,,,,,,,,,
677,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00312,Növényélettan 2. (kieg. lev.),2,,,BSZV00-00312,Növényélettan 2. (kieg. lev.),Szabadon választható,,,,,,,,,,,,,,
678,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-UNIV300,Szabadon választható BSc,Nincs megadva,,,,,2,,,TE-UNIV300,Szabadon választható BSc,Szabadon választható,,,UNIV300-00014,Irányítástechnika,2,,,UNIV300-00014,Irányítástechnika,Kötelezően választható,,,,,,,,,,,,,,
679,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00318,Növényrendszertan 2.,2,,,BSZV00-00318,Növényrendszertan 2.,Szabadon választható,,,,,,,,,,,,,,
680,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00010,Angol szakmai kommunikáció a tudományos életben B2 1. szint 1x2,2,,,XN0141-00010,Angol szakmai kommunikáció a tudományos életben B2 1. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
681,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00025,GAF Mai magyar földrajzi iskolák,2,,,GSZV00-00025,GAF Mai magyar földrajzi iskolák,Szabadon választható,,,,,,,,,,,,,,
682,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00436,Tolna megye kulturális turizmusa ,2,,,GSZV00-00436,Tolna megye kulturális turizmusa ,Szabadon választható,,,,,,,,,,,,,,
683,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00010,Diabetes mellitus,2,,,BSZV00-00010,Diabetes mellitus,Szabadon választható,,,,,,,,,,,,,,
684,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-MSZV00,Matematika SZV,Nincs megadva,,,,,2,,,TE-MSZV00,Matematika  SZV,Szabadon választható,,,MSZV00-00030,A demonstrátori munka módszerei (matematika),2,,,MSZV00-00030,A demonstrátori munka módszerei (matematika),Szabadon választható,,,,,,,,,,,,,,
685,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00402,FOL GeoKenu VII.,2,,,GSZV00-00402,FOL GeoKenu VII.,Szabadon választható,,,,,,,,,,,,,,
686,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00055,A mikrobiológia kalandos évszázadai 2.,2,,,BSZV00-00055,A mikrobiológia kalandos évszázadai 2.,Szabadon választható,,,,,,,,,,,,,,
687,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00151,Mikrobiológia,2,,,BSZV00-00151,Mikrobiológia,Szabadon választható,,,,,,,,,,,,,,
688,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KtudSZ,Környezettudományi SZV,Nincs megadva,,,,,2,,,TE-KtudSZ,Környezettudományi SZV,Szabadon választható,,,KtudSZ-00034,Audiovizuális kémiai gyakorlatok angol nyelven,2,,,KtudSZ-00034,Audiovizuális kémiai gyakorlatok angol nyelven,Szabadon választható,,,,,,,,,,,,,,
689,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00102,Német média szaknyelv 1. szint 1x2,2,,,XN0141-00102,Német média szaknyelv 1. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
690,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-02847,Angol gazdasági szaknyelv B2 1. szint 1x2,2,,,XN0141-02847,Angol gazdasági szaknyelv B2 1. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
691,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00022,Bevezetés a turizmuskutatásba,2,,,GSZV00-00022,Bevezetés a turizmuskutatásba,Szabadon választható,,,,,,,,,,,,,,
692,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00423,EGH Ökozónák a Földön,2,,,GSZV00-00423,EGH Ökozónák a Földön,Szabadon választható,,,,,,,,,,,,,,
693,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00045/4,Speciális kurzus: ERASMUS (3 kr),2,,,BSZV00-00045/4,Speciális kurzus: ERASMUS (3 kr),Szabadon választható,,,,,,,,,,,,,,
694,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-MSZV00,Matematika SZV,Nincs megadva,,,,,2,,,TE-MSZV00,Matematika  SZV,Szabadon választható,,,MSZV00-EötK-EstXII_II,Eötvös Esték XII. évad II.,2,,,MSZV00-EötK-EstXII_II,Eötvös Esték XII. évad II.,Szabadon választható,,,,,,,,,,,,,,
695,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-UNIV300,Szabadon választható BSc,Nincs megadva,,,,,2,,,TE-UNIV300,Szabadon választható BSc,Szabadon választható,,,UNIV300-00018,Neveléselmélet,2,,,UNIV300-00018,Neveléselmélet,Kötelezően választható,,,,,,,,,,,,,,
696,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00077,Állatszervezettan ea 1,2,,,BSZV00-00077,Állatszervezettan ea 1,Szabadon választható,,,,,,,,,,,,,,
697,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00211,Ökológia 2. ea.,2,,,BSZV00-00211,Ökológia 2. ea.,Szabadon választható,,,,,,,,,,,,,,
698,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00165,Genetika gyakorlat,2,,,BSZV00-00165,Genetika gyakorlat,Szabadon választható,,,,,,,,,,,,,,
699,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-ISZV00,Informatika SZV,Nincs megadva,,,,,2,,,TE-ISZV00,Informatika SZV,Szabadon választható,,,ISZV00-00058,Osztott számítások gyakorlat,2,,,ISZV00-00058,Osztott számítások gyakorlat,Szabadon választható,,,,,,,,,,,,,,
700,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-MSZV00,Matematika SZV,Nincs megadva,,,,,2,,,TE-MSZV00,Matematika  SZV,Szabadon választható,,,MSZV00-00100,Fejezetek a matematika kultúrtörténetéből,2,,,MSZV00-00100,Fejezetek a matematika kultúrtörténetéből,Szabadon választható,,,,,,,,,,,,,,
701,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-02706,Német gazdasági szaknyelv és BGE B2 nyelvvizsga-előkészítő 1x2  ,2,,,XN0141-02706,Német gazdasági szaknyelv és BGE B2 nyelvvizsga-előkészítő 1x2  ,Szabadon választható,,,,,,,,,,,,,,
702,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV00-00122,Virtuális laboratórium és virtuális mérések gyakorlat,2,,,KSZV00-00122,Virtuális laboratórium és virtuális mérések gyakorlat,Szabadon választható,,,,,,,,,,,,,,
703,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00043,Angol sport és rekreáció szaknyelv 1. szint 1x2,2,,,XN0141-00043,Angol sport és rekreáció szaknyelv 1. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
704,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00051,Angol informatikai szaknyelv középfokú nyelvtudással 4. szint 1x2,2,,,XN0141-00051,Angol informatikai szaknyelv középfokú nyelvtudással 4. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
705,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00236,Biokémia alapjai szeminárium,2,,,BSZV00-00236,Biokémia alapjai szeminárium,Szabadon választható,,,,,,,,,,,,,,
706,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-MSZV00,Matematika SZV,Nincs megadva,,,,,2,,,TE-MSZV00,Matematika  SZV,Szabadon választható,,,MSZV00-00008,Eötvös-esték II. évad II.,2,,,MSZV00-00008,Eötvös-esték II. évad II.,Szabadon választható,,,,,,,,,,,,,,
707,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KtudSZ,Környezettudományi SZV,Nincs megadva,,,,,2,,,TE-KtudSZ,Környezettudományi SZV,Szabadon választható,,,KtudSZ-00020,Fémionok a természetben,2,,,KtudSZ-00020,Fémionok a természetben,Szabadon választható,,,,,,,,,,,,,,
708,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00320,Populációgenetika és evolúció 2.,2,,,BSZV00-00320,Populációgenetika és evolúció 2.,Szabadon választható,,,,,,,,,,,,,,
709,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00305,Agykéreg kutatás új eredményei szeminárium,2,,,BSZV00-00305,Agykéreg kutatás új eredményei szeminárium,Szabadon választható,,,,,,,,,,,,,,
710,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00014,Embertani gyűjteménykezelési ismeretek,2,,,BSZV00-00014,Embertani gyűjteménykezelési ismeretek,Szabadon választható,,,,,,,,,,,,,,
711,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KtudSZ,Környezettudományi SZV,Nincs megadva,,,,,2,,,TE-KtudSZ,Környezettudományi SZV,Szabadon választható,,,KtudSZ-00032,EGH Éghajlati változások,2,,,KtudSZ-00032,EGH Éghajlati változások,Szabadon választható,,,,,,,,,,,,,,
712,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-FSZV00,Fizika SZV,Nincs megadva,,,,,2,,,TE-FSZV00,Fizika SZV,Szabadon választható,,,FSZV00-00185,Molekulafizika gyak.,2,,,FSZV00-00185,Molekulafizika gyak.,Szabadon választható,,,,,,,,,,,,,,
713,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV0066E,Kvantumkorszakok,2,,,KSZV0066E,Kvantumkorszakok,Szabadon választható,,,,,,,,,,,,,,
714,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV0064E,Víz- és szennyvízkezelés,2,,,KSZV0064E,Víz- és szennyvízkezelés,Szabadon választható,,,,,,,,,,,,,,
715,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00088,Összehasonlító élettan 1 ea,2,,,BSZV00-00088,Összehasonlító élettan 1 ea,Szabadon választható,,,,,,,,,,,,,,
716,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-ISZV00,Informatika SZV,Nincs megadva,,,,,2,,,TE-ISZV00,Informatika SZV,Szabadon választható,,,ISZV00-00005,Logika és informatikai alkalmazásai,2,,,ISZV00-00005,Logika és informatikai alkalmazásai,Szabadon választható,,,,,,,,,,,,,,
717,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00016,Angol idegenforgalmi szaknyelv,2,,,XN0141-00016,Angol idegenforgalmi szaknyelv,Szabadon választható,,,,,,,,,,,,,,
718,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00074,Angol környzetvédelmi szaknyelv 4. szint (energia) 1x2,2,,,XN0141-00074,Angol környzetvédelmi szaknyelv 4. szint (energia) 1x2,Szabadon választható,,,,,,,,,,,,,,
719,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00229,HOGYAN TOVÁBB: AZ EMBERI ELME ESÉLYEI… EVOLÚCIÓ DE MIKÉNT?  (HALADÓ KURZUS),2,,,BSZV00-00229,HOGYAN TOVÁBB: AZ EMBERI ELME ESÉLYEI… EVOLÚCIÓ DE MIKÉNT?  (HALADÓ KURZUS),Szabadon választható,,,,,,,,,,,,,,
720,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-MSZV00,Matematika SZV,Nincs megadva,,,,,2,,,TE-MSZV00,Matematika  SZV,Szabadon választható,,,MSZV00-EötK-EstXII_I,Eötvös-esték XII. évad I.,2,,,MSZV00-EötK-EstXII_I,Eötvös-esték XII. évad I.,Szabadon választható,,,,,,,,,,,,,,
721,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00430,Arad kulturális turizmusa ,2,,,GSZV00-00430,Arad kulturális turizmusa ,Szabadon választható,,,,,,,,,,,,,,
722,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-FSZV00,Fizika SZV,Nincs megadva,,,,,2,,,TE-FSZV00,Fizika SZV,Szabadon választható,,,FSZV-elmfiz-003E,"Relativitás, gravitáció és fekete lyukak",3,,,FSZV-elmfiz-003E,"Relativitás, gravitáció és fekete lyukak",Szabadon választható,,,,,,,,,,,,,,
723,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV00-00051,Kémiai technológia,2,,,KSZV00-00051,Kémiai technológia,Szabadon választható,,,,,,,,,,,,,,
724,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00105,Angol EU szaknyelv,2,,,XN0141-00105,Angol EU szaknyelv,Szabadon választható,,,,,,,,,,,,,,
725,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-02794,Angol gazdasági szaknyelv B2 szóbeli vizsga-előkészítő 1x2,2,,,XN0141-02794,Angol gazdasági szaknyelv B2 szóbeli vizsga-előkészítő 1x2,Szabadon választható,,,,,,,,,,,,,,
726,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00333,Magyar borvidékek geológiája és kultúrája,2,,,GSZV00-00333,Magyar borvidékek geológiája és kultúrája,Szabadon választható,,,,,,,,,,,,,,
727,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV00-00125,Fizikai kémia 3,2,,,KSZV00-00125,Fizikai kémia 3,Szabadon választható,,,,,,,,,,,,,,
728,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00268,A fájdalom sejtbiológiai alapjai,2,,,BSZV00-00268,A fájdalom sejtbiológiai alapjai,Szabadon választható,,,,,,,,,,,,,,
729,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV00-00105,Szakmai gyakorlat - Summer School (Norvégia),2,,,KSZV00-00105,Szakmai gyakorlat - Summer School (Norvégia),Szabadon választható,,,,,,,,,,,,,,
730,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV00-00128,Kémiai termodinamika gyakorlat,2,,,KSZV00-00128,Kémiai termodinamika gyakorlat,Szabadon választható,,,,,,,,,,,,,,
731,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00023,Angol gazdasági szaknyelv B2 szintű nyelvtudással 2. szint 2x2,2,,,XN0141-00023,Angol gazdasági szaknyelv B2 szintű nyelvtudással 2. szint 2x2,Szabadon választható,,,,,,,,,,,,,,
732,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00348,ASV „Vulcano 24” vulkanológiai (és művészettörténeti) tanulmányút,2,,,GSZV00-00348,ASV „Vulcano 24” vulkanológiai (és művészettörténeti) tanulmányút,Szabadon választható,,,,,,,,,,,,,,
733,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00290,Történeti embertan,2,,,BSZV00-00290,Történeti embertan,Szabadon választható,,,,,,,,,,,,,,
734,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-MSZV00,Matematika SZV,Nincs megadva,,,,,2,,,TE-MSZV00,Matematika  SZV,Szabadon választható,,,MSZV00-00116,Eötvös-esték II. évad I.,2,,,MSZV00-00116,Eötvös-esték II. évad I.,Szabadon választható,,,,,,,,,,,,,,
735,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV0060,Kémiai Nobel-díjasok,2,,,KSZV0060,Kémiai Nobel-díjasok,Szabadon választható,,,,,,,,,,,,,,
736,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00019,Genetika 2,2,,,BSZV00-00019,Genetika 2,Szabadon választható,,,,,,,,,,,,,,
737,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-UNIV300,Szabadon választható BSc,Nincs megadva,,,,,2,,,TE-UNIV300,Szabadon választható BSc,Szabadon választható,,,UNIV300-00019,Irodalom és meditáció,2,,,UNIV300-00019,Irodalom és meditáció,Kötelezően választható,,,,,,,,,,,,,,
738,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00103,Angol gazdasági szaknyelv B2 szintű nyelvtudással 1. szint 2x2,2,,,XN0141-00103,Angol gazdasági szaknyelv B2 szintű nyelvtudással 1. szint 2x2,Szabadon választható,,,,,,,,,,,,,,
